dis_price,discount_percent,maincategory_name,ori_price,ranking,subcategory_name,title
"50,000원",0,ALL,"50,000원",1,ALL,[한국투자증권](한국투자증권) 온라인 금융상품권
"14,900원",50,ALL,"14,900원",2,ALL,널담은뚱카롱 오직 널 위한 널담은마카롱8구 감동세트
"9,400원",52,ALL,"9,400원",3,ALL,[참도깨비]어묵 어묵탕 어묵꼬치 10개x2봉+장국4봉/ 2세트 떡볶이
"13,900원",50,ALL,"13,900원",4,ALL,유명맛집 향유 포천이동갈비 돼지갈비 1kg 맛집 그대로
"17,900원",50,ALL,"17,900원",5,ALL,1+1 과즙 가득 경북 부사 가정용 사과 5kg/24-30과
"35,900원",7,ALL,"35,900원",6,ALL,체스터바이체스터베리 본딩 팬츠 3종
"10,400원",50,ALL,"10,400원",7,ALL,[참도깨비]춘천 식 숯불 닭갈비 750g x 2봉 /2세트시 떡볶이
"9,900원",50,ALL,"9,900원",8,ALL,[바다원]바다원 원물 박스 햇 중멸(고바/ 조림용)1.5kg
"9,500원",50,ALL,"9,500원",9,ALL,도너츠 6종세트(총15개) 당일생산 수제 팝핀도너츠특가
"16,900원",50,ALL,"16,900원",10,ALL,[쵱선생]통영 베네치아수산 통영 생굴 1kg / 15%쿠폰가 13860원
"13,900원",50,ALL,"13,900원",11,ALL,아보카도 대과 10개(개당 220g 내외/멕시코산)
"10,900원",50,ALL,"10,900원",12,ALL,[크라운]봉지 과자 골라담기 + 사은품
"19,900원",50,ALL,"19,900원",13,ALL,[연세우유]연세우유 멸균우유 비타민플러스 48팩
"9,500원",50,ALL,"9,500원",14,ALL,호박고구마 중3kg/2개주문시 7kg발송
"15,900원",50,ALL,"15,900원",15,ALL,호두왕찹쌀떡(80gX20입)/선물/떡 영의정
"10,900원",16,ALL,"10,900원",16,ALL,생새우살 특대사이즈 1+1 (약 40마리) 31/50
"33,810원",8,ALL,"33,810원",17,ALL,[깨끗한나라]깨끗한나라 벚꽃 프리미엄 화장지 (총90롤) 27mx30롤
"9,900원",50,ALL,"9,900원",18,ALL,참조은 제주 구좌 흙당근 5kg 중or특왕/앵콜상품선정
"8,700원",50,ALL,"8,700원",19,ALL,[스프라이트]킨사이다  185mlx30캔
"3,900원",60,ALL,"3,900원",20,ALL,제주안심밥상 돼지특수부위 뒷고기(구이용) 4팩 1kg
"97,000원",3,ALL,"97,000원",21,ALL,[구글플레이](카드가능) 기프트코드 10만원/구글 10000크레딧 증정
"8,900원",61,ALL,"8,900원",22,ALL,[나크제이]나크제이디퓨저대용량 500ml/크리스마스/증정사은품
"16,900원",43,ALL,"16,900원",23,ALL,[하림]알찬세트(용가리+너겟+팝콘 2봉+윙+봉+핫도그 3봉)
"13,500원",70,ALL,"13,500원",24,ALL,[페이퍼플레인]겨울 여성 부츠 방한화 운동화 신발 스니커즈 슬립온
"18,000원",64,ALL,"18,000원",25,ALL,[케이스위스]케이스위스/르까프 FW의류 특가
"36,080원",9,ALL,"36,080원",26,ALL,보노스프 보노스프 3종 20박스(총 60봉)
"48,300원",7,ALL,"48,300원",27,ALL,시매쓰  영재사고력 수학 1031 단계별 선택구매(12월21일 출고예정)
"30,900원",30,ALL,"30,900원",28,ALL,[아침농산]국산 농부의아침 쌀10kg  2020년산 햅쌀
"18,900원",23,ALL,"18,900원",29,ALL,[청정원]소시지 리치부어스트 1.5kg +핫도그 증정
"9,600원",50,ALL,"9,600원",30,ALL,[비락식혜]비락식혜 175mlx30캔 (빅스)   쿠폰가 7820원
"7,900원",50,ALL,"7,900원",31,ALL,제주 감귤 타이벡 10kg내외 (2S-L)
"15,500원",69,ALL,"15,500원",32,ALL,[원더브라]원더브라 푸쉬업 브라팬티 1종 라인업
"52,270원",14,ALL,"52,270원",33,ALL,유귀열 유귀열의 The귀한 도가니탕 600g x10팩 +1팩
"22,900원",0,ALL,"22,900원",34,ALL,1+1 과즙 가득 경북 부사 가정용 사과 5kg/16-20과
"19,900원",39,ALL,"19,900원",35,ALL,[오뚜기밥]맛있는 오뚜기밥 210g 24개
"33,000원",0,ALL,"33,000원",36,ALL,2021 김남길 시즌그리팅 (2021 KIMNAMGIL SEASONS GREETINGS)
"14,600원",0,ALL,"14,600원",37,ALL,[스파클]스파클생수 2L 30병
"21,900원",12,ALL,"21,900원",38,ALL,[동원참치]라이트 스탠다드 참치 100g 15캔 원터치
"8,900원",69,ALL,"8,900원",39,ALL,겨울신상 홈웨어 잠옷특가 사은품
"22,900원",14,ALL,"22,900원",40,ALL,HAPPYDAY 핫팩 군용60매/포켓100매/파스형90매
"73,220원",8,ALL,"73,220원",41,ALL,크린조이 대형 100매 블랙/그레이/화이트 KF94 황사
"15,900원",0,ALL,"15,900원",42,ALL,널담은뚱카롱 오직 널 위한 널담은마카롱8구 사랑세트
"59,900원",0,ALL,"59,900원",43,ALL,(쿠폰가 49920)김하진 우족도가니탕 600gX10팩+수육 200gX10팩
"11,900원",69,ALL,"11,900원",44,ALL,[버블트리]쥬니어~170호/여아/유아/의류/아동복/원피스/레깅스
"19,900원",0,ALL,"19,900원",45,ALL,1+1 과즙 가득 경북 부사 가정용 사과 5kg/21-23과
"24,900원",21,ALL,"24,900원",46,ALL,[잘풀리는집]미래생활 순수PURE천연펄프 25m 30롤 x 3팩
"19,900원",33,ALL,"19,900원",47,ALL,스테프 부대찌개(600g) 5팩+라면사리 2개 세트 steff
"10,900원",30,ALL,"10,900원",48,ALL,(고기천국) 토시살(불고기용) 400g+400g
"12,900원",0,ALL,"12,900원",49,ALL,[하림](etv)하림 에어프라이어 순살치킨 480gX2봉
"27,900원",0,ALL,"27,900원",50,ALL,KF94 국산 마스크 100매 식약처인증 의약외품 랜덤발송
"49,000원",2,ALL,"49,000원",51,ALL,[에쓰오일](S-OIL) 모바일주유권 5만원권
"29,700원",50,ALL,"29,700원",52,ALL,밀리의서재_6개월구독권
"19,900원",50,ALL,"19,900원",53,ALL,[광천김]곱창김전장김 20g x 10봉/11월 햇김/런칭 10+10 행사
"108,000원",0,ALL,"108,000원",54,ALL,[워모(LUOMO)] 워모 프리미엄라벨 20FW 플란넬 캐시미어울 혼방 스트레치 수트 세트
"11,500원",11,ALL,"11,500원",55,ALL,우리아이 반찬 짜지않은 메추리알 장조림 1kg x 2팩
"25,900원",0,ALL,"25,900원",56,ALL,[일리윤]일리윤 울트라리페어로션 350ml 3개
"137,200원",30,ALL,"137,200원",57,ALL,[코오롱스포츠][코오롱스포츠] 여성 스카디 다운 JKJDW19402IJS
"29,400원",2,ALL,"29,400원",58,ALL,[에쓰오일](S-OIL) 모바일주유권 3만원권
"45,000원",10,ALL,"45,000원",59,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원
"9,700원",67,ALL,"9,700원",60,ALL,NEW땡큐 화장지 (30롤 x 2팩) / 3겹 두루마리 휴지
"15,000원",62,ALL,"15,000원",61,ALL,[지오다노]지오다노 홈캉스추천 테리/스웨터/치노팬츠 70%OFF
"25,840원",48,ALL,"25,840원",62,ALL,[팬틴]팬틴 극손상케어 트리트먼트 220ml 6개 +사은품
"34,520원",13,ALL,"34,520원",63,ALL,[고래사어묵]고래사 고래사어묵 프리미엄어묵세트 15종
"18,900원",0,ALL,"18,900원",64,ALL,[모나리자]모나리자 미용티슈 250매 3입 4개 총12개 각티슈 휴지
"21,400원",0,ALL,"21,400원",65,ALL,[에너자이저]에너자이저 알카라인 패밀리팩 건전지 AA24입+AAA24입
"13,900원",50,ALL,"13,900원",66,ALL,센스물티슈 악어 캡형 100매 10팩+10팩 / 한장씩톡톡
"9,900원",29,ALL,"9,900원",67,ALL,[네슬레]핫쵸코 알뜰팩 1kg+1kg/초콜릿/코코아/핫초코
"49,800원",49,ALL,"49,800원",68,ALL,오즈시앤지 렛츠고 한국사 특별판 (1+2+3 합본)
"6,900원",70,ALL,"6,900원",69,ALL,[프롬산타]3+1 양말/롱삭스/수면 남자여자학생스니커즈덧신겨울
"10,900원",50,ALL,"10,900원",70,ALL,[엘라스틴]퍼퓸 러브미 샴푸 600ml 2개+컨디셔너 600ml 1개
"9,900원",70,ALL,"9,900원",71,ALL,[BYC]내의/내복/남자/남성/여자/여성/기모/겨울/발열
"9,900원",70,ALL,"9,900원",72,ALL,요즘에/겨울세일+10%/융기모청바지/면팬츠/슬랙스/3XL
"12,800원",31,ALL,"12,800원",73,ALL,[칠성사이다]칠성 사이다 300ml x 20펫 /박스포장
"13,900원",69,ALL,"13,900원",74,ALL,[팍티오]팍티오 연말사은전/가격할인/융밴딩팬츠/패딩/무배
"39,900원",0,ALL,"39,900원",75,ALL,KF94 국산 순풍 마스크 100매 식약처인증 의약외품
"63,510원",27,ALL,"63,510원",76,ALL,[네파](신세계김해점)네파 7F82009 여성 이비 구스 다운 재킷 
"9,900원",67,ALL,"9,900원",77,ALL,[동성제약]미에뜰 순수 여성청결제 500ml 1+1 저자극 순한 청결제
"22,400원",20,ALL,"22,400원",78,ALL,[파리바게뜨](파리바게뜨) 첫눈 내린 티라미수 마을
"72,470원",8,ALL,"72,470원",79,ALL,[뱅뱅]뱅뱅 남성 울트라 히트 웜 본딩 데님 3종
"16,800원",30,ALL,"16,800원",80,ALL,20년 Last Big Sale 기초라인 UP TO 50%
"19,500원",35,ALL,"19,500원",81,ALL,[진라면]진라면 순한맛 / 매운맛 40개
"28,900원",30,ALL,"28,900원",82,ALL,[쵱선생]통영 베네치아수산 통영 생굴 2kg / 신선 횟감용 햇굴
"26,900원",0,ALL,"26,900원",83,ALL,홍대맛집  미미네 오리지널 국물떡볶이 6팩
"26,900원",0,ALL,"26,900원",84,ALL,국내산 착한가격 KF94 마스크 100매 대형 개별포장
"38,860원",4,ALL,"38,860원",85,ALL,[마음심은]양평 해장국  8팩(팩당650g) 실온보관
"39,900원",0,ALL,"39,900원",86,ALL,[20년햇더덕] 100%강원도 통더덕 (13팩)
"34,900원",0,ALL,"34,900원",87,ALL,TV광고 뽀로로코인노래방/뽀로로장난감/마이크
"68,900원",1,ALL,"68,900원",88,ALL,그레이트오션  양갈비스테이크 300g x 6팩/총1.8kg+시즈닝3종
"9,900원",63,ALL,"9,900원",89,ALL,아보크 성인/아동 키높이 패딩슈즈 특가
"33,900원",0,ALL,"33,900원",90,ALL,[크리넥스]크리넥스 3겹 데코소프트 33MX24롤 X2팩화장지/휴지
"31,040원",4,ALL,"31,040원",91,ALL,[다우니]다우니 퍼플 1L 화이트티와 릴리 향 6개
"16,900원",24,ALL,"16,900원",92,ALL,[너구리]신라면+안성탕면+너구리+짜파게티 20봉
"27,900원",60,ALL,"27,900원",93,ALL,[헬로]헬로 순수 3겹 천연펄프 화장지 30m 30롤 3팩 특가행사
"25,900원",13,ALL,"25,900원",94,ALL,[GNM자연의품격]석류 콜라겐 젤리 스틱 3박스(총45포) 석류즙 300달톤
"58,900원",1,ALL,"58,900원",95,ALL,[빅마마](쿠폰가 49070)천연조미료/육수한알 빅마마 이혜정의 시크릿코인200개
"18,900원",50,ALL,"18,900원",96,ALL,[베지밀]베지밀A 담백한 고칼슘두유 190MLX48팩 정식품인기상품
"18,900원",70,ALL,"18,900원",97,ALL,[앤디애플]신상특가/아동복/아우터/패딩/상하복/기모템
"19,130원",3,ALL,"19,130원",98,ALL,미니크루아상 냉동생지 크로플 최적 2.56kg 130~150ea
"10,500원",50,ALL,"10,500원",99,ALL,정직한밥상 100% 국내산 겉절이김치 2kg 아삭한 감칠맛
"21,000원",50,ALL,"21,000원",100,ALL,[미샤]12월 미샤데이 기초 BEST 50%
"9,900원",1,ALL,"9,900원",101,ALL,생새우살 대사이즈 1+1 (약 70마리) 71/90
"10,900원",0,ALL,"10,900원",102,ALL,겟레디 마스크 일회용 마스크 국내생산 100매
"25,900원",48,ALL,"25,900원",103,ALL,남여 공용 겨울 오리털 패딩 점퍼 후드 숏
"13,500원",30,ALL,"13,500원",104,ALL,어묵장인 박경도의 어묵탕 X5봉/소스/2세트시 떡볶이
"44,500원",11,ALL,"44,500원",105,ALL,[아웃백스테이크하우스](아웃백/빕스)Pays 외식/카페 결합 금액권 5만원권
"31,800원",0,ALL,"31,800원",106,ALL,[큐원]알룰로스 1/10칼로리 700gX6개 / 개당 5300원 / 무료
"39,900원",0,ALL,"39,900원",107,ALL,[인가드]인가드 국산 KF94 황사 미세먼지 마스크 대형 100매
"26,900원",15,ALL,"26,900원",108,ALL,[잘풀리는집]잘풀리는집 순수프리미엄 30M 30롤 리뉴얼 2팩
"38,270원",4,ALL,"38,270원",109,ALL,[다우니]다우니 엑스퍼트 실내 건조 1L 6개 +사은품
"23,200원",20,ALL,"23,200원",110,ALL,[파리바게뜨](파리바게뜨) 펭수 산타와 함께 메리크리스마스
"19,900원",30,ALL,"19,900원",111,ALL,호주산 소갈비살 200g4팩 총800g(k)
"52,800원",20,ALL,"52,800원",112,ALL,20FW 뮬 슬립온 브이모션 NS93L71A 방한화/ 노스페이스(아웃도어)
"53,760원",10,ALL,"53,760원",113,ALL,더간편한육수명장 요즘뭐먹지 육수명장 (200알 + 무
"36,900원",38,ALL,"36,900원",114,ALL,시즌오프 훼르자 성인 아동 헤비롱패딩 플리스자켓
"9,900원",70,ALL,"9,900원",115,ALL,[키스포]주니어 겨울기모 7900~ 1+1특가 양털자켓 방한내의
"10,450원",0,ALL,"10,450원",116,ALL,[참도깨비]부산 당면만두 20개입 X2봉/2세트구매시 떡볶이증정
"25,900원",0,ALL,"25,900원",117,ALL,[일리윤]일리윤 세라마이드아토로션 350ml 3개
"11,500원",29,ALL,"11,500원",118,ALL,[동원에프앤비]동원 동그랑땡 850g x 3개
"43,100원",2,ALL,"43,100원",119,ALL,(틈새차단 끈조절 가능) 블루나 페이스핏 KF94 보건용 마스크 90매(블랙_대형/화이트_소형)
"10,900원",56,ALL,"10,900원",120,ALL,프로닥스 시트 세탁세제 더블액션 75매/드럼공용
"50,000원",0,e쿠폰/티켓,"50,000원",1,ALL,[한국투자증권](한국투자증권) 온라인 금융상품권
"46,500원",7,e쿠폰/티켓,"46,500원",2,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권 5만원 /온라인 전용
"27,900원",7,e쿠폰/티켓,"27,900원",3,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권 3만원 /온라인 전용
"97,000원",3,e쿠폰/티켓,"97,000원",4,ALL,[구글플레이](카드가능) 기프트코드 10만원/구글 10000크레딧 증정
"46,500원",7,e쿠폰/티켓,"46,500원",5,ALL,[해피머니](카드가능)(해피머니) 온라인 문화상품권 5만원
"23,200원",20,e쿠폰/티켓,"23,200원",6,ALL,[파리바게뜨](파리바게뜨) 펭수 산타와 함께 메리크리스마스
"22,400원",20,e쿠폰/티켓,"22,400원",7,ALL,[파리바게뜨](파리바게뜨) 첫눈 내린 티라미수 마을
"46,500원",7,e쿠폰/티켓,"46,500원",8,ALL,[도서문화상품권](카드가능)(북앤라이프) 도서문화상품권 5만원
"45,000원",10,e쿠폰/티켓,"45,000원",9,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원
"24,000원",20,e쿠폰/티켓,"24,000원",10,ALL,[배스킨라빈스](배스킨라빈스) x-mas 홀리데이 위드 스윗 캐치
"30,600원",10,e쿠폰/티켓,"30,600원",11,ALL,[투썸플레이스](스마일클럽) 20Xmas 스트로베리초콜릿생크림 케익
"9,600원",20,e쿠폰/티켓,"9,600원",12,ALL,[파리바게뜨](파리바게뜨) 홀리데이 뱅쇼 파운드
"26,300원",1,ALL,"26,300원",121,ALL,국내산 KF94 마스크 100매 개별포장 대형 식약처 인증
"22,380원",21,ALL,"22,380원",122,ALL,미국산 소살치살 200g4팩 총800g(k)
"20,790원",1,ALL,"20,790원",123,ALL,[코카콜라](본사직영) 코카콜라 300mlPET 24입
"24,000원",20,ALL,"24,000원",124,ALL,[배스킨라빈스](배스킨라빈스) x-mas 홀리데이 위드 스윗 캐치
"34,900원",50,ALL,"34,900원",125,ALL,[에스콰이아]에스콰이아_소노비  가방/지갑/잡화 신상모음전
"56,800원",1,ALL,"56,800원",126,ALL,(행사상품)[20년산]농협프리미엄_예천일품쌀_20KG 포 
"48,800원",2,ALL,"48,800원",127,ALL,애스펀 남성 패딩 트랙수트 3종세트(패딩+트랙수트 1세트)
"29,750원",15,ALL,"29,750원",128,ALL,(더라 (The Rha)) (부산점)[믿기 어려운 가격] 밍크목도리/사가폭스 머플러 2종택1 
"19,500원",50,ALL,"19,500원",129,ALL,[안다르]20% 안다르 F/W 윈터세일 Vol.1
"10,900원",50,ALL,"10,900원",130,ALL,[엘라스틴퍼퓸]퍼퓸 러브 미 샴푸 600ml x3개
"11,900원",69,ALL,"11,900원",131,ALL,로드스타 남녀공용 가벼운 후리스자켓/패딩조끼/니트
"11,900원",7,ALL,"11,900원",132,ALL,[매일우유]바나나는 원래 하얗다 190ML 24팩
"32,900원",0,ALL,"32,900원",133,ALL,[스팸]스팸 클래식 340g 10개
"9,900원",70,ALL,"9,900원",134,ALL,트레이닝바지 극세사 융털 수면바지 밍크 홈웨어 1+1
"434,800원",5,ALL,"434,800원",135,ALL,[닌텐도]닌텐도 스위치 링피트 어드벤처 본체 세트
"17,900원",0,ALL,"17,900원",136,ALL,[일리윤]일리윤 세라마이드아토 6.0 탑투토워시 500ML 3개
"25,900원",0,ALL,"25,900원",137,ALL,[일리윤]일리윤 세라마이드 아토 로션 528ML 2개
"11,900원",11,ALL,"11,900원",138,ALL,[제주삼다수]제주삼다수 2L 12병/생수전문배송
"20,900원",0,ALL,"20,900원",139,ALL,[려]자양윤모 탈모증상케어 비듬두피 샴푸 3개
"12,900원",50,ALL,"12,900원",140,ALL,그리니 프리미엄 아기물티슈 블루 100매 X 20팩 캡형
"69,900원",0,ALL,"69,900원",141,ALL,(간편한끼 보양식) 김하진 더푸짐한 특갈비탕 800g X 11팩
"32,500원",9,ALL,"32,500원",142,ALL,[김나운더키친]김나운 더키친 약선명작 갈비탕 명작 800gx5팩
"29,960원",23,ALL,"29,960원",143,ALL,빈스 그랜드 버튼 체크 니트 베스트/ 빈스홀릭
"18,000원",64,스포츠/자동차,"18,000원",1,ALL,[케이스위스]케이스위스/르까프 FW의류 특가
"10,900원",65,스포츠/자동차,"10,900원",2,ALL,[케이스위스]연말특집 패딩자켓/롱후리스/기모티/기모바지 반값
"22,900원",14,스포츠/자동차,"22,900원",3,ALL,HAPPYDAY 핫팩 군용60매/포켓100매/파스형90매
"19,500원",50,스포츠/자동차,"19,500원",4,ALL,[안다르]20% 안다르 F/W 윈터세일 Vol.1
"19,000원",69,스포츠/자동차,"19,000원",5,ALL,[카파]카파 성인 방한화/트레이닝/긴팔티/바지/패딩자켓
"39,000원",70,스포츠/자동차,"39,000원",6,ALL,[푸마]5차 앵콜 헤드/푸마/엠리밋 겨울철데일리 롱패딩
"105,300원",22,스포츠/자동차,"105,300원",7,ALL,[아디다스](신세계마산점)[UNISEXS OUTDOOR] 3ST 퍼프 다운 자켓/퍼프 다운 자켓/어반 자켓 콜드 레디 (GF0101 FT2...
"22,400원",20,e쿠폰/티켓,"22,400원",13,ALL,[파리바게뜨](파리바게뜨) 레드벨벳 산타하우스
"24,800원",20,e쿠폰/티켓,"24,800원",14,ALL,[배스킨라빈스](배스킨라빈스) x-mas 홀리데이 위드 해피 하우스
"20,000원",20,e쿠폰/티켓,"20,000원",15,ALL,[배스킨라빈스](배스킨라빈스) x-mas 엄마는 외계인 케이크
"44,500원",11,e쿠폰/티켓,"44,500원",16,ALL,[아웃백스테이크하우스](아웃백/빕스)Pays 외식/카페 결합 금액권 5만원권
"48,500원",3,e쿠폰/티켓,"48,500원",17,ALL,[구글플레이](카드가능) 기프트코드 5만원 / 구글 기프트카드
"9,700원",3,e쿠폰/티켓,"9,700원",18,ALL,[구글플레이](카드가능) 기프트코드 1만원 / 구글 기프트카드
"27,000원",10,e쿠폰/티켓,"27,000원",19,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 3만원
"97,500원",2,e쿠폰/티켓,"97,500원",20,ALL,[현대백화점](현대백화점) 현대 모바일교환권 10만원
"47,000원",6,e쿠폰/티켓,"47,000원",21,ALL,[해피머니](카드가능)(해피머니) 온라인상품권 5만원
"9,500원",5,e쿠폰/티켓,"9,500원",22,ALL,(스마일클럽) 컬쳐랜드 문화상품권 1만원권
"49,000원",2,e쿠폰/티켓,"49,000원",23,ALL,[신세계상품권](이마트/아웃백) Pays 통합 상품권 5만원
"26,400원",20,e쿠폰/티켓,"26,400원",24,ALL,[배스킨라빈스](배스킨라빈스) x-mas 나눠먹는 큐브 와츄원
"29,100원",3,e쿠폰/티켓,"29,100원",25,ALL,[구글플레이](카드가능) 기프트코드 3만원 / 구글 기프트카드
"27,200원",20,e쿠폰/티켓,"27,200원",26,ALL,[파리바게뜨](파리바게뜨) 뽀로로와 루피의 크리스마스 파티
"269,000원",61,e쿠폰/티켓,"269,000원",27,ALL,[로제타스톤]뉴 로제타스톤 (1번 구매로) 24개 언어 무제한 평생 학습권
"22,400원",20,e쿠폰/티켓,"22,400원",28,ALL,[배스킨라빈스](배스킨라빈스) x-mas 다정한 초코 베어
"20,800원",20,e쿠폰/티켓,"20,800원",29,ALL,[배스킨라빈스](배스킨라빈스) x-mas 달콤한 선물상자
"94,900원",0,e쿠폰/티켓,"94,900원",30,ALL,신용카드/현대/롯데/신세계백화점상품권/10만원
"30,000원",0,e쿠폰/티켓,"30,000원",31,ALL,[파리바게뜨]파바 NEW 모바일 3만원권
"9,700원",3,e쿠폰/티켓,"9,700원",32,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권1만원권(ID바로충전)
"48,500원",3,e쿠폰/티켓,"48,500원",33,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드)(PIN발송) 온라인상품권 5만원
"194,000원",3,e쿠폰/티켓,"194,000원",34,ALL,[구글플레이](카드가능) 기프트코드 20만원/구글 10000크레딧 증정
970원,3,e쿠폰/티켓,970원,35,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권1천원권(ID바로충전)
"28,500원",5,e쿠폰/티켓,"28,500원",36,ALL,[컬쳐랜드문화상품권](편의점통합) 모바일금액권 3만원/ 캐쉬충전불가
"20,000원",20,e쿠폰/티켓,"20,000원",37,ALL,[배스킨라빈스](배스킨라빈스) x-mas 달콤 초코 봉봉
"26,100원",13,e쿠폰/티켓,"26,100원",38,ALL,[커피빈](커피빈) 모바일교환권 3만원권
"262,990원",9,컴퓨터/전자,"262,990원",1,ALL,[애플]Apple 정품 에어팟 프로 MWP22KH/A
"28,800원",8,컴퓨터/전자,"28,800원",2,ALL,무선 블루투스 5.0 이어폰 3개 1+1+1 LED
"69,000원",0,컴퓨터/전자,"69,000원",3,ALL,윤남텍 간편세척 초음파 다목적 가습기/YN-101/G마켓
"25,840원",18,컴퓨터/전자,"25,840원",4,ALL,[대우]대우 와플메이커 3in1(분리형) 간식 제조기 와플기계
"20,800원",0,컴퓨터/전자,"20,800원",5,ALL,[비달사순]비달사순 2000W 전문가용 헤어드라이기 VSD5129K
"599,000원",6,컴퓨터/전자,"599,000원",6,ALL,[레노버]ThinkBook15-20RW00B2KR 10세대 i5/NVMe128GB/FHD 56만
"434,800원",5,컴퓨터/전자,"434,800원",7,ALL,[닌텐도]닌텐도 스위치 링피트 어드벤처 본체 세트
"89,000원",25,컴퓨터/전자,"89,000원",8,ALL,[삼성전자]공식파트너 삼성 세라믹 전자레인지 MS23K3523AK
"27,900원",0,생활/주방/건강,"27,900원",1,ALL,KF94 국산 마스크 100매 식약처인증 의약외품 랜덤발송
"24,900원",21,생활/주방/건강,"24,900원",2,ALL,[잘풀리는집]미래생활 순수PURE천연펄프 25m 30롤 x 3팩
"33,900원",0,생활/주방/건강,"33,900원",3,ALL,[크리넥스]크리넥스 3겹 데코소프트 33MX24롤 X2팩화장지/휴지
"43,100원",2,생활/주방/건강,"43,100원",4,ALL,(틈새차단 끈조절 가능) 블루나 페이스핏 KF94 보건용 마스크 90매(블랙_대형/화이트_소형)
"26,900원",0,생활/주방/건강,"26,900원",5,ALL,국내산 착한가격 KF94 마스크 100매 대형 개별포장
"13,900원",50,생활/주방/건강,"13,900원",6,ALL,센스물티슈 악어 캡형 100매 10팩+10팩 / 한장씩톡톡
"38,270원",4,생활/주방/건강,"38,270원",7,ALL,[다우니]다우니 엑스퍼트 실내 건조 1L 6개 +사은품
"39,900원",0,생활/주방/건강,"39,900원",8,ALL,KF94 국산 순풍 마스크 100매 식약처인증 의약외품
"48,300원",7,도서/음반,"48,300원",1,ALL,시매쓰  영재사고력 수학 1031 단계별 선택구매(12월21일 출고예정)
"71,000원",7,도서/음반,"71,000원",2,ALL,[별똥별]야물야물 보드그림책(기법책15권+보드책5권)-세이펜적용도서
"108,000원",10,도서/음반,"108,000원",3,ALL,지원이와 병관이 시리즈 책9권
"39,000원",9,도서/음반,"39,000원",4,ALL,마음이음-핀란드 수학 교과서 1+2학년 세트 (전6권)
"23,000원",0,도서/음반,"23,000원",5,ALL,NCT YEARBOOK - Card Collecting Book : 12월 14일 6시 이후 구매 건은 2021년 1월 28일 이후 순차 발송 됩니다.   엔시티 
"50,140원",3,도서/음반,"50,140원",6,ALL,이지스에듀(이지스퍼블리싱)  바쁜 초등학생을 위한 빠른 급수한자8급~6급세트(전6권)
"81,650원",29,도서/음반,"81,650원",7,ALL,수퍼맘스토리카페/사회와 세계를 배우는 미국 사회교과서/IMPACT SOCIAL STUDIES
"47,600원",0,도서/음반,"47,600원",8,ALL,창의사고력수학 팩토/소마셈 세트 단계별 선택구매 (킨더팩토/키즈팩토/LV1~6)
"28,500원",25,도서/음반,"28,500원",9,ALL,제이와이북스Evan moor Top Student 2종 (Pre-k k 1단계) / (K+ G12단계) 세트별 선택구매
"15,750원",0,도서/음반,"15,750원",10,ALL,어떻게 말해줘야 할까- 오은영
"39,900원",63,도서/음반,"39,900원",11,ALL,(한국가우스) 꿈꾸는재능동화 (전60권 소프트커버) 세이펜일부활용가능  세이펜미포함
"65,500원",12,도서/음반,"65,500원",12,ALL,보물창고사랑해 시리즈 책선물 한글 6권 세트
"9,900원",0,식품,"9,900원",1,ALL,썬플러스 고당도 세척사과 2.5kg(10-16과)가정용
"17,730원",0,식품,"17,730원",2,ALL,[오뗄]10+10+10개 입소문난 추억의 카스테라 핫도그/치킨
"3,900원",60,식품,"3,900원",3,ALL,제주안심밥상 돼지특수부위 뒷고기(구이용) 4팩 1kg
"24,900원",0,식품,"24,900원",4,ALL,손질 없이 간편한 해물모듬 600gx4봉
"15,820원",38,식품,"15,820원",5,ALL,밀크앤허니 베이커리 1+1 골라담기 (신세계푸드)
"18,200원",0,식품,"18,200원",6,ALL,청주맛집 마을회관  정통수제 양념돼지갈비 1kg
"18,520원",0,식품,"18,520원",7,ALL,신안 지주식 햇 곱창  재래돌김 20년산 1속 100장 MD2
"9,900원",0,가구/침구,"9,900원",1,ALL,국산 630g 르미에 라지자캔들 아로마향초 캔들워머
"5,900원",67,가구/침구,"5,900원",2,ALL,1+1 방석 차량용 사무실 학교 카페 의자방석
"8,900원",61,가구/침구,"8,900원",3,ALL,[나크제이]나크제이디퓨저대용량 500ml/크리스마스/증정사은품
"8,900원",59,가구/침구,"8,900원",4,ALL,[코코도르]크리스마스 윈터 디퓨저/방향제/리필액/인테리어
"26,900원",67,가구/침구,"26,900원",5,ALL,[이블랑]밍크/리터치/선염자가드 양면 극세사이불 30컬러
"16,900원",63,가구/침구,"16,900원",6,ALL,뷰하우스 4계절 암막커튼1+1(2장)
"16,800원",70,가구/침구,"16,800원",7,ALL,[이블랑]고밀도 고탄력 방수 소파커버 1인용~4인용 28컬러
